FECHA_HORA_UTC;REGION;LATITUD (°) LOCALIZACIÓN HIPOCENTRO;LONGITUD (°) LOCALIZACIÓN HIPOCENTRO;PROFUNDIDAD (Km) LOCALIZACIÓN HIPOCENTRO;MAGNITUD ;AGENCIA ;LATITUD (°) LOCALIZACIÓN CENTROIDE;LONGITUD (°) LOCALIZACIÓN CENTROIDE;PROFUNDIDAD (Km) LOCALIZACIÓN CENTROIDE;MAGNITUD ;Mo (N.m);Strike plano 1 (°) PLANOS NODALES;Dip plano 1 (°) PLANOS NODALES;Rake plano 1 (°) PLANOS NODALES;Strike plano 2 (°) PLANOS NODALES;Dip plano 2 (°) PLANOS NODALES;Rake plano 2 (°) PLANOS NODALES;T-Plunge (°) EJES PRINCIPALES;T-Azimuth (°) EJES PRINCIPALES;N-Plunge (°) EJES PRINCIPALES;N-Azimuth (°) EJES PRINCIPALES;P-Plunge (°) EJES PRINCIPALES;P-Azimuth (°) EJES PRINCIPALES;Mxx (N.m) MOMENTO TENSOR;Myy (N.m) MOMENTO TENSOR;Mzz (N.m) MOMENTO TENSOR;Mxy (N.m) MOMENTO TENSOR;Myz (N.m) MOMENTO TENSOR;Mzx (N.m) MOMENTO TENSOR;Catalogo
2016-07-25 03:46:30;Los Santos - Santander, Colombia;6,79;-73,14;149,8;3,8;SGC;;;;;;21+/-6;32+/-8;-2+/-2;113+/-6;89+/-8;-122+/-2;;;;;;;;;;;;;POLARIDADES
2016-07-26 04:32:20;Los Santos - Santander, Colombia;6,8;-73,16;152,9;4,9;SGC;;;;;;108+/-1;51+/-1;-162+/-1;6+/-1;76+/-1;-40+/-1;;;;;;;;;;;;;POLARIDADES
2016-08-05 04:43:06;Yacopí - Cundinamarca, Colombia;5,61;-74,34;88,5;3,9;SGC;;;;;;97+/-6;52+/-4;98+/-4;264+/-6;39+/-4;80+/-4;;;;;;;;;;;;;POLARIDADES
2016-08-07 20:22:23;San Diego - Cesar, Colombia;10,26;-73,16;115,3;2,8;SGC;;;;;;128+/-5;67+/-15;154+/-8;229+/-5;66+/-15;25+/-8;;;;;;;;;;;;;POLARIDADES
2016-08-24 01:02:45;San Juan del Cesar - la Guajira, Colombia;6,8;-73,15;147;2,9;SGC;;;;;;68+/-7;90+/-10;-90+/-6;0+/-7;0+/-10;22+/-6;;;;;;;;;;;;;POLARIDADES
2016-08-24 02:59:22;Toledo - Norte de Santander, Colombia;7,21;-72,19;4,6;3,9;SGC;;;;;;109+/-5;45+/-5;78+/-3;306+/-5;46+/-5;102+/-3;;;;;;;;;;;;;POLARIDADES
2016-08-26 04:55:15;Los Santos - Santander, Colombia;6,81;-73,14;152;4,5;SGC;;;;;;6+/-4;40+/-1;-42+/-3;131+/-4;65+/-1;-122+/-3;;;;;;;;;;;;;POLARIDADES
2016-09-02 04:55:22;Los Santos - Santander, Colombia;6,82;-73,13;152,3;3,9;SGC;;;;;;25+/-7;52+/-6;18+/-14;284+/-7;76+/-6;141+/-14;;;;;;;;;;;;;POLARIDADES
2016-09-03 13:28:46;Valledupar - Cesar, Colombia;9,99;-73,56;95,8;2,1;SGC;;;;;;58+/-14;90+/-4;-122+/-6;328+/-14;32+/-4;0+/-6;;;;;;;;;;;;;POLARIDADES
2016-09-04 06:12:06;El Peñón - Bolívar, Colombia;8,89;-73,94;83;3,5;SGC;;;;;;152+/-5;58+/-4;98+/-2;317+/-5;33+/-4;77+/-2;;;;;;;;;;;;;POLARIDADES
2016-09-05 21:05:38;Los Santos - Santander, Colombia;6,82;-73,08;154;3,5;SGC;;;;;;108+/-13;36+/-15;155+/-7;219+/-13;76+/-15;57+/-7;;;;;;;;;;;;;POLARIDADES
2016-09-13 08:12:15;Los Santos - Santander, Colombia;6,8;-73,13;145,5;4,1;SGC;;;;;;78+/-3;70+/-1;-179+/-2;348+/-3;89+/-1;-20+/-2;;;;;;;;;;;;;POLARIDADES
2016-09-14 19:26:19;Toledo - Norte de Santander, Colombia;7,07;-72,2;4;3,9;SGC;;;;;;104+/-5;60+/-2;138+/-1;218+/-5;55+/-2;38+/-1;;;;;;;;;;;;;POLARIDADES
2016-09-16 02:37:40;Los Santos - Santander, Colombia;6,81;-73,15;152;4,1;SGC;;;;;;15+/-3;46+/-3;-2+/-3;106+/-3;89+/-3;-136+/-3;;;;;;;;;;;;;POLARIDADES
2016-09-18 12:27:45;La Gloria - Cesar, Colombia;8,65;-73,55;109,5;2,4;SGC;;;;;;138+/-2;67+/-4;-82+/-1;298+/-2;24+/-4;-108+/-1;;;;;;;;;;;;;POLARIDADES
2016-09-19 15:10:32;Los Santos - Santander, Colombia;6,83;-73,13;152,1;3,5;SGC;;;;;;88+/-15;28+/-5;93+/-6;265+/-15;62+/-5;88+/-6;;;;;;;;;;;;;POLARIDADES
2016-09-22 04:32:52;Los Santos - Santander, Colombia;6,82;-73,1;151,4;4,2;SGC;;;;;;144+/-7;52+/-3;-142+/-2;28+/-7;61+/-3;-45+/-2;;;;;;;;;;;;;POLARIDADES
2016-09-22 10:42:17;Los Santos - Santander, Colombia;6,82;-73,1;156;5;SGC;;;;;;48+/-7;78+/-8;-2+/-8;138+/-7;88+/-8;-168+/-8;;;;;;;;;;;;;POLARIDADES
2016-09-23 14:17:57;Los Santos - Santander, Colombia;6,83;-73,13;146,6;3,7;SGC;;;;;;59+/-5;73+/-6;-62+/-14;178+/-5;32+/-6;-147+/-14;;;;;;;;;;;;;POLARIDADES
2016-09-27 15:35:53;Los Santos - Santander, Colombia;6,82;-73,14;150,9;3,9;SGC;;;;;;28+/-11;41+/-10;-162+/-12;284+/-11;78+/-10;-50+/-12;;;;;;;;;;;;;POLARIDADES
2016-09-29 14:14:47;Los Santos - Santander, Colombia;6,81;-73,12;150;3,7;SGC;;;;;;55+/-10;38+/-9;118+/-8;201+/-10;57+/-9;70+/-8;;;;;;;;;;;;;POLARIDADES
2016-10-22 02:21:56;Norte Colombia;9,46;-73,03;0;2,2;SGC;;;;;;141+/-3;41+/-2;118+/-1;286+/-3;55+/-2;68+/-1;;;;;;;;;;;;;POLARIDADES
2016-10-24 12:06:13;Los Santos - Santander, Colombia;6,79;-73,15;151,7;4,2;SGC;;;;;;18+/-2;45+/-3;16+/-4;277+/-2;79+/-3;134+/-4;;;;;;;;;;;;;POLARIDADES
2016-10-26 05:32:29;Los Santos - Santander, Colombia;6,81;-73,15;148,3;3,9;SGC;;;;;;30+/-3;40+/-3;138+/-2;155+/-3;65+/-3;58+/-2;;;;;;;;;;;;;POLARIDADES
2016-10-31 02:06:03;Prado - Tolima, Colombia;3,75;-74,82;28,8;4,2;SGC;;;;;;18+/-1;81+/-5;-162+/-9;285+/-1;72+/-5;-9+/-9;;;;;;;;;;;;;POLARIDADES
2016-11-02 06:53:20;Los Santos - Santander, Colombia;6,81;-73,14;151,9;3,8;SGC;;;;;;116+/-7;12+/-8;158+/-6;228+/-7;86+/-8;79+/-6;;;;;;;;;;;;;POLARIDADES
2016-11-06 21:31:01;Los Santos - Santander, Colombia;6,84;-73,12;159,3;4,4;SGC;;;;;;124+/-3;76+/-9;-168+/-10;31+/-3;78+/-9;-14+/-10;;;;;;;;;;;;;POLARIDADES
2016-11-19 16:20:15;Pailitas - Cesar, Colombia;8,89;-73,58;103,2;3,3;SGC;;;;;;3+/-2;81+/-4;-154+/-8;269+/-2;64+/-4;-10+/-8;;;;;;;;;;;;;POLARIDADES
2016-11-24 12:56:23;Los Santos - Santander, Colombia;6,83;-73,15;148,6;3,7;SGC;;;;;;60+/-5;60+/-9;78+/-12;263+/-5;32+/-9;110+/-12;;;;;;;;;;;;;POLARIDADES
2016-11-25 19:21:17;Chiriguaná - Cesar, Colombia;9,44;-73,59;105,9;3,9;SGC;;;;;;77+/-7;89+/-3;-22+/-2;167+/-7;68+/-3;-179+/-2;;;;;;;;;;;;;POLARIDADES
2016-11-25 22:03:53;Los Santos - Santander, Colombia;6,81;-73,16;147;3,5;SGC;;;;;;157+/-4;80+/-1;116+/-14;267+/-4;28+/-1;22+/-14;;;;;;;;;;;;;POLARIDADES
2016-11-26 08:24:49;Los Santos - Santander, Colombia;6,82;-73,16;153,3;3,7;SGC;;;;;;41+/-3;48+/-5;76+/-3;241+/-3;44+/-5;105+/-3;;;;;;;;;;;;;POLARIDADES
2016-11-26 19:32:40;Maripí - Boyacá, Colombia;5,56;-74,07;100,4;4,1;SGC;;;;;;54+/-6;79+/-8;-122+/-4;307+/-6;34+/-8;-20+/-4;;;;;;;;;;;;;POLARIDADES
2016-12-01 04:46:09;Los Santos - Santander, Colombia;6,83;-73,11;150,9;3,5;SGC;;;;;;33+/-3;48+/-5;-162+/-3;291+/-3;77+/-5;-43+/-3;;;;;;;;;;;;;POLARIDADES
2016-12-10 14:57:43;El Peñón - Bolívar, Colombia;8,8;-73,93;82,4;3,8;SGC;;;;;;73+/-5;88+/-3;-43+/-2;165+/-5;47+/-3;-177+/-2;;;;;;;;;;;;;POLARIDADES
2016-12-10 23:50:14;Los Santos - Santander, Colombia;6,86;-73,14;152,7;4,3;SGC;;;;;;28+/-4;48+/-3;-180+/-1;298+/-4;90+/-3;-42+/-1;;;;;;;;;;;;;POLARIDADES
2016-12-13 20:32:20;Los Santos - Santander, Colombia;6,8;-73,12;154;4,4;SGC;;;;;;20+/-1;69+/-3;-43+/-3;128+/-1;50+/-3;-152+/-3;;;;;;;;;;;;;POLARIDADES
2016-12-19 10:24:20;Los Santos - Santander, Colombia;6,82;-73,12;149,8;4,5;SGC;;;;;;18+/-1;41+/-1;58+/-1;238+/-1;56+/-1;115+/-1;;;;;;;;;;;;;POLARIDADES
2016-12-19 21:02:10;Rionegro - Santander, Colombia;7,5;-73,42;117,9;4,6;SGC;;;;;;21+/-2;54+/-3;78+/-6;221+/-2;38+/-3;106+/-6;;;;;;;;;;;;;POLARIDADES
2016-12-24 11:46:41;Los Santos - Santander, Colombia;6,84;-73,13;156,2;4,1;SGC;;;;;;5+/-5;43+/-3;-7+/-5;100+/-5;85+/-3;-133+/-5;;;;;;;;;;;;;POLARIDADES
2016-12-27 03:00:32;Los Santos - Santander, Colombia;6,81;-73,12;154;4,4;SGC;;;;;;66+/-10;57+/-6;-162+/-11;326+/-10;75+/-6;-34+/-11;;;;;;;;;;;;;POLARIDADES
2017-01-01 06:15:18;Los Santos - Santander, Colombia;6,8;-73,16;146,7;3,8;SGC;;;;;;104+/-13;18+/-10;95+/-9;279+/-13;72+/-10;88+/-9;;;;;;;;;;;;;POLARIDADES
2017-02-01 00:18:26;Los Santos - Santander, Colombia;6,77;-73,16;149;4,7;SGC;6,8;-73,1;170;4.5 Mw;7,346E+15;260;74;138;4;50;21;-43;15;62;45;-147;40;-7,3144E+14;-1,8732E+15;2,6049E+15;5,3765E+15;-7,5811E+14;-4,3665E+15;SWIFT
2017-02-06 13:02:44;Colombia - Huila, Colombia;3,4;-74,77;42;5,5;SGC;3,4;-74,8;50;5.4 Mw;1,596E+17;359;56;68;215;40;119;;;;;;;1,6880e+15;-1,3889e+17;1,3720e+17;4,7142e+16;-5,4842e+16;-3,4395e+16;SWIFT
2017-03-21 10:30:19;Barrancabermeja - Santander, Colombia;7,15;-73,92;100;4,6;SGC;7,1;-73,9;90;4.2 Mw;2,679E+15;328;59;-65;106;39;-125;-74;65;134;21;40;10;1,4743E+15;6,6948E+14;-2,1437E+15;1,3888E+15;1,2757E+15;1,0952E+14;SWIFT
2017-04-12 11:28:04;Tona - Santander, Colombia;7,17;-73,03;167;4,9;SGC;7;-73,3;170;4.8 Mw;1,812E+16;199;81;132;299;43;14;-103;23;9;41;-213;39;6,824E+15;-1,1196E+16;4,3724E+15;-8,2084E+15;1,1394E+16;-5,9669E+15;SWIFT
2017-04-14 22:16:07;Sardinata - Norte de Santander, Colombia;8,32;-72,96;186;4,8;SGC;8,6;-72,9;210;4.8 Mw;1,762E+16;306;61;40;194;56;144;;;;;;;4,9411e+15;-1,4546e+16;9,6049e+15;-8,2155e+15;1,7663e+15;-8,7019e+15;SWIFT
2017-04-17 07:49:24;Los Santos - Santander, Colombia;6,79;-73,14;145;4,6;SGC;6,9;-73,1;130;4.6 Mw;1,023E+16;1;53;36;247;62;137;-54;5;40;40;-150;49;-2,3243E+14;-5,5477E+15;5,7799E+15;6,7068E+15;-1,7442E+15;-4,9513E+15;SWIFT
2017-05-27 12:15:48;Los Santos - Santander, Colombia;6,82;-73,14;154;4,9;SGC;6,9;-73,2;140;4.6 Mw;1,061E+16;15;68;-8;108;83;-158;-26;20;124;66;-121;10;-4,87E+15;5,8313E+15;-9,6158E+14;8,1824E+15;-5,1522E+13;-4,0382E+15;SWIFT
2017-07-02 19:26:27;Mesetas - Meta, Colombia;3,51;-74,16;17;4,7;SGC;3,2;-74,1;20;4.9 Mw;3,157E+16;353;57;43;236;55;139;113;1;22;38;-154;52;4,7197E+15;-2,4183E+16;1,9463E+16;1,6334E+16;-7,3684E+15;-1,3515E+16;SWIFT
2017-08-08 20:43:40;Guicán - Boyacá, Colombia;6,59;-72,2;4;4,9;SGC;6,6;-72;5;4.8 Mw;2,345E+16;213;39;-154;102;74;-54;;;;;;;1,5100e+16;-5,0448e+15;-1,0055e+16;-9,9879e+15;-7,1285e+15;-1,4901e+16;SWIFT
2017-09-04 20:28:23;Los Santos - Santander, Colombia;6,83;-73,14;156;5;SGC;6,8;-73,1;160;4.7 Mw;1,252E+16;3;69;-27;103;65;-157;-37;33;147;56;53;2;-1,0782E+15;4,8815E+15;-3,8036E+15;1,0159E+16;4,0089E+15;-4,213E+15;SWIFT
2017-09-13 03:08:04;Bosconia - Cesar, Colombia;10,04;-73,89;2;5;SGC;9,6;-73,2;150;4.7 Mw;1,582E+16;77;82;-24;171;66;-171;31;22;-120;64;125;10;-4,5894E+15;6,3628E+15;-1,7734E+15;-1,3252E+16;-5,6841E+14;-6,4799E+15;SWIFT
2017-09-23 05:17:45;Plato - Magdalena, Colombia;9,75;-74,7;48;4,5;SGC;9,8;-74,7;40;4.3 Mw;3,041E+15;51;87;-14;142;76;-177;5;12;-139;75;97;8;-2,8309E+15;2,9054E+15;-7,4717E+13;-6,7662E+14;3,415E+14;-6,6537E+14;SWIFT
2017-10-01 01:35:25;Cáchira - Norte de Santander, Colombia;7,66;-73,26;138;5,7;SGC;7,6;-73,3;120;5.1 Mw;6,406E+16;11;62;-108;226;33;-60;;;;;;;8,3865e+15;4,2122e+16;-5,0509e+16;-2,5666e+16;3,5216e+16;2,6221e+15;SWIFT
2017-10-14 08:35:43;Norte Colombia;7,38;-72,07;0;4,7;SGC;7,5;-71,9;20;4.8 Mw;1,69E+16;357;51;97;166;40;81;81;5;-187;5;-53;81;-2,1226E+14;-1,6195E+16;1,6408E+16;-2,4488E+15;-3,5507E+15;1,1119E+15;SWIFT
2017-10-26 07:59:30;Valledupar - Cesar, Colombia;10,19;-73,64;75;4,8;SGC;10,2;-73,4;90;4.6 Mw;8,783E+15;356;65;-57;119;41;-139;-48;57;-200;30;62;13;6,7699E+14;5,0291E+15;-5,7063E+15;4,7244E+15;4,7639E+15;-1,7241E+15;SWIFT
2017-11-18 05:54:54;Venezuela;8,48;-71,72;0;5;SGC;8,4;-71,9;15;4.9 Mw;2,414E+16;233;51;97;41;40;81;-42;5;47;5;-175;81;-1,2509E+16;-1,0972E+16;2,3481E+16;1,1964E+16;1,2268E+15;-4,9004E+15;SWIFT
2017-02-01 00:18:26;Los Santos - Santander, Colombia;6,77;-73,16;149;4,7;SGC;6,77;-73,16;146;4.4 Mw;4,5239E+15;111;87;-145;19;55;-3;22;239;55;114;26;341;-1,33973E+14;-2,2969E+15;2,43087E+15;-2,55662E+15;6,30155E+14;-2,81618E+15;SCMTV
2017-02-06 13:02:44;Colombia - Huila, Colombia;3,4;-74,77;42;5,5;SGC;3,4;-74,77;43;5.5 Mw;1,95671E+17;229;48;128;360;54;55;62;210;27;22;3;114;1,563E+17;-1,03E+16;-1,46E+17;-7,66E+16;5,46E+16;-8,07E+16;SCMTV
2017-02-24 10:54:15;Los Santos - Santander, Colombia;6,8;-73,17;150;4,5;SGC;6,8;-73,17;158;4.3 Mw;2,60764E+15;327;69;-30;69;62;-157;4;19;54;115;35;286;-7,53857E+14;2,09847E+15;-1,34461E+15;-2,09346E+14;-1,36847E+15;-1,22202E+15;SCMTV
2017-03-13 07:52:30;Buenavista - Sucre, Colombia;9,28;-74,97;98;3,9;SGC;9,32;-75;72;4.2 Mw;1,89781E+15;319;86;-129;224;39;-6;30;80;39;322;37;195;-1,93E+14;-1,092E+15;1,285E+15;1,03E+15;-1,047E+15;6,4E+13;SCMTV
2017-03-16 15:38:12;Tauramena - Casanare, Colombia;4,84;-72,64;0;4,8;SGC;4,84;-72,64;28;4.8 Mw;1,4157E+16;219;76;-87;26;14;-102;31;306;3;38;59;133;-5,1E+15;5,7E+14;4,53E+15;7,6E+15;9,58E+15;5,24E+15;SCMTV
2017-03-21 10:30:19;Barrancabermeja - Santander, Colombia;7,15;-73,92;100;4,6;SGC;7,15;-73,92;116;4.5 Mw;5,89703E+15;205;27;-81;16;64;-94;19;109;4;18;71;276;-4,81E+15;8,2E+14;4E+15;-7,5E+14;-3,51E+15;1,41E+15;SCMTV
2017-04-12 11:28:04;Tona - Santander, Colombia;7,17;-73,03;167;4,9;SGC;7,17;-73,03;170;4.5 Mw;6,79505E+15;19;84;-110;271;21;-19;36;126;19;21;48;268;-1,59E+15;1,85E+15;-2,5E+14;-1,55E+15;-6,06E+15;2,01E+15;SCMTV
2017-04-14 22:16:07;Sardinata - Norte de Santander, Colombia;8,32;-72,96;186;4,8;SGC;8,32;-72,96;199;4.6 Mw;7,93773E+15;168;52;167;266;80;39;34;135;50;278;19;32;9,2E+14;-1,45E+15;5,3E+14;-4,74E+15;-2,73E+15;5,61E+15;SCMTV
2017-04-17 07:49:24;Los Santos - Santander, Colombia;6,79;-73,14;145;4,6;SGC;6,79;-73,14;135;4.5 Mw;5,55897E+15;356;62;18;257;74;150;32;213;57;51;8;308;2,09E+15;3E+14;-2,39E+15;-2E+15;9E+13;-4,67E+15;SCMTV
2017-05-07 02:10:08;Los Santos - Santander, Colombia;6,8;-73,11;153;4,4;SGC;6,8;-73,11;156;4.1 Mw;1,64372E+15;63;68;-138;314;52;-29;10;186;43;86;45;286;-7,49E+14;1,449E+15;-7E+14;-4,86E+14;-8,68E+14;-3,7E+14;SCMTV
2017-07-02 19:26:27;Mesetas - Meta, Colombia;3,51;-74,16;17;4,7;SGC;3,49;-74,14;34;4.7 Mw;1,27287E+16;109;50;-1;200;89;-140;26;327;50;201;28;72;-3,7E+14;6,22E+15;-5,85E+15;2,6E+15;7,67E+15;7,74E+15;SCMTV
2017-09-04 20:28:23;Los Santos - Santander, Colombia;6,83;-73,14;156;5;SGC;6,83;-73,14;156;4.6 Mw;9,95221E+15;94;76;-149;356;60;-17;11;222;56;116;32;319;-1,81E+15;7E+14;1,12E+15;-5,07E+15;-2,52E+15;-8,03E+15;SCMTV
2017-09-13 03:08:04;Bosconia - Cesar, Colombia;10,04;-73,89;2;5;SGC;9,6;-73,19;137;4.5 Mw;6,17614E+15;278;87;40;186;50;177;29;150;50;281;25;44;2,3E+14;1,07E+15;-1,31E+15;-4,02E+15;8E+13;4,53E+15;SCMTV
2017-09-23 05:17:45;Plato - Magdalena, Colombia;9,75;-74,7;48;4,5;SGC;9,76;-74,7;56;4.4 Mw;3,96445E+15;152;80;-170;60;81;-10;0;106;76;198;14;16;-5E+14;-3,04E+15;3,53E+15;-7,9E+14;1,9E+14;2,02E+15;SCMTV
2017-09-29 22:52:03;Los Santos - Santander, Colombia;6,84;-73,15;155;4,7;SGC;6,84;-73,15;154;4.3 Mw;3,31455E+15;300;72;143;43;55;22;38;256;50;98;11;355;8,1E+14;-2,56E+15;1,76E+15;-8,9E+14;2,09E+15;-8,2E+14;SCMTV
2017-10-01 01:35:25;Cáchira - Norte de Santander, Colombia;7,66;-73,26;138;5,7;SGC;7,66;-73,26;138;5.2 Mw;6,49582E+16;239;32;-44;8;68;-114;20;116;23;18;59;243;-4,08E+16;8,2E+15;3,26E+16;4E+15;-4,4E+16;2,95E+16;SCMTV
2017-10-14 08:35:43;Norte Colombia;7,38;-72,07;0;4,7;SGC;7,38;-72,07;34;4.7 Mw;1,28716E+16;153;46;68;3;48;111;74;345;16;169;1;78;1,206E+16;8E+13;-1,214E+16;3,32E+15;1,08E+15;2,66E+15;SCMTV
2017-10-26 07:59:30;Valledupar - Cesar, Colombia;10,19;-73,64;75;4,8;SGC;10,23;-73,63;85;4.5 Mw;6,91554E+15;111;52;56;339;49;126;64;318;26;134;2;225;5,68E+15;-2,81E+15;-2,88E+15;2,41E+15;1,95E+15;3,74E+15;SCMTV
2017-10-01 01:35:25;Cáchira - Norte de Santander, Colombia;7,66;-73,26;138;5,7;SGC;7,58;-73,25;120,5;5.17 Mww;7.13E+23;1;58;-97;195;32;-78;13;96;6;5;76;250;-0.654E+24;0.045E+24;0.61E+24;0.048E+24;-0.316E+24;0.084E+24;FASE W
2017-11-18 05:54:54;Venezuela;8,48;-71,72;0;5;SGC;8,42;-71,88;11,5;4.84 Mww;"2.33E+23 
 ";58;54;108;209;40;67;74;21;15;227;7;135;0.204E+24;-0.097E+24;-0.107E+24;0.074E+24;0.002E+24;-0.133E+24;FASE W
2017-07-30 05:40:40;Murillo - Tolima, Colombia;4,84;-75,34;4;3,8;SGC;4,828;-75,35;27;4.8 Mw;1.700e+16 ;284;51;67;138;45;116;72;130;18;299;3;30;1.677E+**16;-1.019E+**16;-0.658E+**16;-0.518E+**16;-0.564E+**16;0.402E+**16;ISOLA
2017-08-08 20:43:40;Guicán - Boyacá, Colombia;6,59;-72,2;4;4,9;SGC;6,58;-72,195;8;4.8 Mw;1,92E+16;200;47;-171;104;83;-43;23;160;47;277;34;53;-0.219E+*16;0.797E+*16;-0.579E+*16;-1.162E+*16;0.674E+*16;1.171E+*16;ISOLA
2017-10-26 07:59:30;Valledupar - Cesar, Colombia;10,19;-73,64;75;4,8;SGC;10,233;-73,63;100;4.6 Mw;9.673e+15 ;62;58;21;321;72;146;36;277;53;116;9;14;2.473E+15;-8.207E+15;5.734E+15;-0.497E+15;5.746E+15;2.668E+15;ISOLA
2017-01-01 06:15:18;Los Santos - Santander, Colombia;6,8;-73,16;146,7;3,8;SGC;;;;;;104+/-13;18+/-10;95+/-9;279+/-13;72+/-10;88+/-9;;;;;;;;;;;;;POLARIDADES
2017-01-13 00:31:24;Los Santos - Santander, Colombia;6,8;-73,13;149,1;4,1;SGC;;;;;;38+/-12;71+/-9;158+/-15;135+/-12;69+/-9;20+/-15;;;;;;;;;;;;;POLARIDADES
2017-01-16 21:34:23;Los Santos - Santander, Colombia;6,79;-73,17;146,9;3,6;SGC;;;;;;35+/-6;48+/-5;-162+/-4;293+/-6;77+/-5;-43+/-4;;;;;;;;;;;;;POLARIDADES
2017-01-30 10:28:22;Hato - Santander, Colombia;6,53;-73,36;32;4;SGC;;;;;;18+/-6;88+/-7;-142+/-8;286+/-6;52+/-7;-3+/-8;;;;;;;;;;;;;POLARIDADES
2017-02-01 10:33:39;Los Santos - Santander, Colombia;6,79;-73,16;145,2;3,7;SGC;;;;;;48+/-6;90+/-3;-162+/-5;318+/-6;72+/-3;0+/-5;;;;;;;;;;;;;POLARIDADES
2017-02-01 17:15:00;El Carmen - Norte de Santander, Colombia;8,62;-73,47;130,4;2,8;SGC;;;;;;8+/-8;79+/-8;-180+/-3;278+/-8;90+/-8;-11+/-3;;;;;;;;;;;;;POLARIDADES
2017-02-08 19:41:18;El Peñón - Bolívar, Colombia;8,92;-73,93;87;3,5;SGC;;;;;;71+/-7;88+/-9;-24+/-6;162+/-7;66+/-9;-178+/-6;;;;;;;;;;;;;POLARIDADES
2017-02-14 06:49:48;Los Santos - Santander, Colombia;6,79;-73,16;148;3,4;SGC;;;;;;49+/-13;88+/-5;-165+/-15;318+/-13;75+/-5;-2+/-15;;;;;;;;;;;;;POLARIDADES
2017-02-16 03:04:39;Los Santos - Santander, Colombia;6,82;-73,15;153,1;4;SGC;;;;;;63+/-7;6+/-8;38+/-5;295+/-7;86+/-8;95+/-5;;;;;;;;;;;;;POLARIDADES
